DBA,BORO,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION DESCRIPTION,CRITICAL FLAG,GRADE,GRADE DATE,INSPECTION TYPE
ZAWA JAPANESE,Manhattan,EAST   66 STREET,10065,6466827999,Japanese,05/02/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,A,05/02/2023,Cycle Inspection / Initial Inspection
THE EXPAT,Manhattan,CLAREMONT AVENUE,10027,6464102922,Asian/Asian Fusion,05/02/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,A,05/02/2023,Cycle Inspection / Initial Inspection
ATOBOY,Manhattan,EAST   28 STREET,10016,6464767217,Korean,02/23/2022,Violations were cited in the following area(s).,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,B,02/23/2022,Cycle Inspection / Initial Inspection
BLUJEEN,Manhattan,FREDERICK DOUGLASS BOULEVARD,,2122561073,American,02/05/2020,Violations were cited in the following area(s).,Live roaches present in facility's food and/or non-food areas.,Critical,C,02/05/2020,Cycle Inspection / Initial Inspection
BLUJEEN,Manhattan,FREDERICK DOUGLASS BOULEVARD,,2122561073,American,02/05/2020,Violations were cited in the following area(s).,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,C,02/05/2020,Cycle Inspection / Initial Inspection
TANNER SMITH'S,Manhattan,WEST   55 STREET,10019,9175172283,American,01/26/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
GUAC TIME,Manhattan,AVENUE OF THE AMERICAS,10011,9178604544,Mexican,12/29/2022,Violations were cited in the following area(s).,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
INDIAN EXPRESS,Manhattan,WEST  154 STREET,10039,2122560903,Indian,10/27/2022,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
AMOR LOCO,Manhattan,WEST   46 STREET,10036,9172615650,Irish,12/14/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
MISO SUSHI,Manhattan,EAST    6 STREET,10003,6469520098,Japanese,03/13/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
GMT TAVERN,Manhattan,BLEECKER STREET,10012,6468633776,American,04/13/2023,Violations were cited in the following area(s).,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
RAMEN KU-RAKU,Manhattan,BROADWAY,10032,6463878081,Japanese,12/08/2022,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
THE ORIGINAL VINCENT'S ESTABLISH 1904,Manhattan,MOTT STREET,10013,2122268133,Italian,02/09/2023,Violations were cited in the following area(s).,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
GRAMERCY ALE HOUSE,Manhattan,3 AVENUE,10010,6466783566,American,12/06/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
Ristorante Italiano,Manhattan,EAST   83 STREET,10028,2127378312,Italian,11/09/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
DR. CLARK,Manhattan,BAYARD STREET,10013,9174264454,Californian,04/19/2023,Violations were cited in the following area(s).,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
TAKUMI OMAKASE,Manhattan,ESSEX STREET,10002,6468860206,Japanese,03/07/2023,Violations were cited in the following area(s).,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
CANTINA CAQUERIA & TEQUILIA BAR,Manhattan,FREDERICK DOUGLASS BOULEVARD,,7577549410,Mexican,06/15/2022,Violations were cited in the following area(s).,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
BENEMON,Manhattan,EAST    4 STREET,10003,2126143006,Japanese,04/11/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
ANGAAR,Manhattan,COLUMBUS AVENUE,10023,2123934040,Indian,07/18/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
FAIRYTALES LOUNGE,Manhattan,WEST   48 STREET,10036,6466843897,American,03/03/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
TINY'S AND THE BAR UPSTAIRS,Manhattan,WEST BROADWAY,10013,2123741137,American,03/20/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
LOLA TAVERNA,Manhattan,AVENUE OF THE AMERICAS,10014,2129949821,Greek,02/25/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
JO JO,Manhattan,EAST   64 STREET,10065,2122335656,French,05/02/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
Home Kitchen,Manhattan,EAST   84 STREET,10028,6468385102,American,10/25/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
THE WINSLOW,Manhattan,EAST   14 STREET,10003,2127777717,English,04/05/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
MING WONG RESTAURANT,Manhattan,MOTT STREET,10013,6463705005,Chinese,12/20/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
HEY YUET,Manhattan,WEST   26 STREET,10001,6463582779,Chinese,03/15/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
PEACHY KEEN,Manhattan,WEST   44 STREET,10036,2122452337,American,01/25/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
BUENA VISTA RESTAURANT & BAR,Manhattan,9 AVENUE,10018,9178611775,Spanish,04/19/2023,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
BLUE,Manhattan,9 AVENUE,10019,2127577551,Mediterranean,06/23/2022,Violations were cited in the following area(s).,Live roaches present in facility's food and/or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
REIF'S TAVERN,Manhattan,EAST   92 STREET,10128,2124260519,American,03/02/2022,Violations were cited in the following area(s).,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
AZASU,Manhattan,CLINTON STREET,10002,2127777069,Japanese,04/27/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
TASTALU PANINI,Manhattan,9 AVENUE,10011,6466785382,Italian,08/04/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
THE HAWTHORN,Manhattan,WEST   23 STREET,10011,6464550388,Irish,10/24/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
HIROSHI JAPANESE RESTAURANT,Manhattan,3 AVENUE,10016,2126619288,Japanese,10/05/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
AUCTION HOUSE,Manhattan,EAST   89 STREET,10128,2124274458,American,01/08/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
THIRD AVENUE ALE HOUSE,Manhattan,3 AVENUE,10128,6465599131,American,02/06/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
DHAMAKA,Manhattan,ESSEX STREET,10002,9737277160,Indian,01/25/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
TESSA,Manhattan,AMSTERDAM AVENUE,10024,2123901974,Mediterranean,02/07/2023,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
WICKED WILLY'S,Manhattan,BLEECKER STREET,10012,2122548592,American,01/24/2023,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
LA CAVA,Manhattan,2 AVENUE,10022,2122231206,Italian,02/23/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
8TH STREET WINECELLAR,Manhattan,WEST    8 STREET,10011,2122609463,American,02/14/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
WICKED WILLY'S,Manhattan,BLEECKER STREET,10012,2122548592,American,01/24/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
THE BRAZEN TAVERN,Manhattan,WEST   44 STREET,10036,6466785989,American,11/04/2022,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
MOKJA,Manhattan,AMSTERDAM AVENUE,10025,6469654296,Korean,01/19/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
YAKINIKU FUTAGO,Manhattan,WEST   17 STREET,10011,2126200225,Japanese,12/13/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
AIYARA THAI,Manhattan,9 AVENUE,10018,2125641822,Thai,09/14/2022,Violations were cited in the following area(s).,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
CAFE ATELIER (ART STUDENTS LEAGUE),Manhattan,WEST   57 STREET,10019,2122474510,American,04/07/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
TSION CAFE & BAKERY,Manhattan,SAINT NICHOLAS AVENUE,10031,2122342070,Ethiopian,02/08/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
NANA THAI STREET,Manhattan,EAST   21 STREET,10010,212_420_75,Thai,03/03/2020,Violations were cited in the following area(s).,Live roaches present in facility's food and/or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
THE HIDEAWAY SEAPORT,Manhattan,PECK SLIP,10038,2123852222,American,01/11/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
PROHIBITION,Manhattan,COLUMBUS AVENUE,10024,2125793100,American,01/07/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
CANTINA ROOFTOP,Manhattan,WEST   48 STREET,10036,2129571800,Mexican,11/15/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
SUSHI JIN,Manhattan,EAST   84 STREET,10028,3472561024,Japanese,03/10/2023,Violations were cited in the following area(s).,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
ANGAAR,Manhattan,COLUMBUS AVENUE,10023,2123934040,Indian,07/18/2022,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
THE UPSIDE,Manhattan,AMSTERDAM AVENUE,10024,9178389347,American,01/07/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
A-JIAO SICHUAN CHINESE,Manhattan,2 AVENUE,10128,2128288996,Chinese,10/05/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
SHABU SHABU MACORON,Manhattan,DELANCEY STREET,10002,2129255220,Japanese,01/13/2023,Violations were cited in the following area(s).,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
MALA PROJECT,Manhattan,WEST   46 STREET,10036,7185599513,Chinese,04/21/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
PECULIAR PUB,Manhattan,BLEECKER STREET,10012,2123531327,American,01/26/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
CALLE DAO CHELSEA,Manhattan,WEST   23 STREET,10011,2124144104,Chinese/Cuban,04/18/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
DRUNKEN MUNKEY,Manhattan,EAST   92 STREET,10128,6469984600,Indian,04/26/2023,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
DELUXE FRESH PR DELI & GRILL,Manhattan,BROADWAY,10034,9149874866,American,02/09/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
HUGHES TAVERN,Manhattan,1 AVENUE,10128,6462587638,American,09/26/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
MAMASUSHI,Manhattan,BROADWAY,10031,6466827879,Asian/Asian Fusion,02/08/2023,Violations were cited in the following area(s).,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
MOKJA,Manhattan,AMSTERDAM AVENUE,10025,6469654296,Korean,01/19/2023,Violations were cited in the following area(s).,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
"AMALI, SOPRA",Manhattan,EAST   60 STREET,10022,2123398363,Mediterranean,03/07/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
BHATTI INDIAN GRILL,Manhattan,LEXINGTON AVE,10016,2126834229,Indian,04/19/2022,Violations were cited in the following area(s).,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
YUMMY SUSHI,Manhattan,1 AVENUE,10128,9172916953,Japanese,04/12/2022,Violations were cited in the following area(s).,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
UKRAINIAN RESTAURANT,Manhattan,2 AVENUE,,2126143283,Eastern European,02/28/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
UME,Manhattan,1 AVENUE,10065,3476407054,Japanese,04/25/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
MOKJA,Manhattan,AMSTERDAM AVENUE,10025,6469654296,Korean,01/19/2023,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
THE CALAVERAS,Manhattan,COLUMBUS AVENUE,10025,6464846533,Mexican,10/06/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
PAINT 'N POUR' NYC,Manhattan,FREDERICK DOUGLASS BOULEVARD,,2122034361,American,03/04/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
THE ORIGINAL VINCENT'S ESTABLISH 1904,Manhattan,MOTT STREET,10013,2122268133,Italian,02/09/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
KOTOBUKI,Manhattan,3 AVENUE,10003,2123535088,Japanese,03/13/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
GUGU ROOM,Manhattan,ORCHARD STREET,10002,6463296875,Filipino,04/27/2023,Violations were cited in the following area(s).,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
LUTHUN,Manhattan,EAST   13 STREET,10009,6464549484,American,03/18/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
LAMANO,Manhattan,WEST   20 STREET,10011,2127412398,Spanish,02/27/2023,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
LAUT,Manhattan,EAST   17 STREET,10003,2122068989,Thai,01/11/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
ORTOMARE RISTORANTE PIZZERIA,Manhattan,COLUMBUS AVENUE,10025,2126652970,Italian,03/09/2023,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
LITTLE REBEL,Manhattan,2 AVENUE,10003,4159905739,American,02/21/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
QUALITY EATS,Manhattan,2 AVENUE,10075,2122569922,American,10/03/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
WOK 88,Manhattan,3 AVENUE,10128,2128288688,Chinese,04/26/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
VICTORY RESTAURANT & LOUNGE,Manhattan,WEST   38 STREET,10018,6463268014,Moroccan,03/31/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
DHAMAKA,Manhattan,ESSEX STREET,10002,9737277160,Indian,01/25/2023,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
SYLLA'S RESTAURANT,Manhattan,PARK AVENUE,10035,6464578606,African,02/15/2023,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
PETALUMA,Manhattan,1 AVENUE,10021,2127728800,Italian,10/26/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
SOPHIE'S,Manhattan,1 AVENUE,10016,2122608884,Mexican,12/15/2022,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
L'ANGOLO DELLA VILLETTA,Manhattan,1 AVENUE,10022,3476788516,Italian,05/02/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
WHITE HORSE TAVERN,Manhattan,HUDSON STREET,10014,2129893956,American,02/26/2023,Violations were cited in the following area(s).,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
ONE IF BY LAND TWO IF BY SEA,Manhattan,BARROW STREET,10014,2122558649,American,01/20/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
GABRIEL'S BAR & RESTAURANT,Manhattan,CENTRAL PARK SOUTH,10019,9175392844,Italian,03/03/2023,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
TESSA,Manhattan,AMSTERDAM AVENUE,10024,2123901974,Mediterranean,02/07/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
DINING HALL @ JOHN JAY (MBJ FOOD SERVICES),Manhattan,WEST   59 STREET,10019,2125821629,American,08/23/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
BARNARD COLLEGE - DIANA'S CENTER CAFE,Manhattan,BROADWAY,10027,3472237191,American,12/15/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
BABBALUCCI'S,Manhattan,LENOX AVENUE,10027,6469186578,Italian,01/12/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
YU SUSHI,Manhattan,WEST  181 STREET,10033,2127818833,Japanese,05/26/2022,Violations were cited in the following area(s).,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
ISOHAMA,Manhattan,3 AVENUE,10128,2128280099,Japanese,04/26/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
EDISON BALLROOM,Manhattan,WEST   47 STREET,10036,2122017650,Asian/Asian Fusion,11/15/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
LA PULPERIA 44,Manhattan,9 AVENUE,10036,9174991797,Spanish,11/29/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
MALA PROJECT,Manhattan,WEST   46 STREET,10036,7185599513,Chinese,04/21/2023,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
PONGAL INDIAN CUISINE,Manhattan,LEXINGTON AVENUE,10016,2126969458,Indian,11/01/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
NANA THAI STREET,Manhattan,EAST   21 STREET,10010,212_420_75,Thai,03/03/2020,Violations were cited in the following area(s).,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
THE WAVERLY INN,Manhattan,BANK STREET,10014,9178281154,American,04/21/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
DIG ON BLEECKER,Manhattan,BLEECKER STREET,10014,2125457867,American,01/20/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
LUISA CHIMICHURRY,Manhattan,SAINT NICHOLAS AVENUE,10033,2127811489,Latin American,01/21/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
WHITE HORSE TAVERN,Manhattan,HUDSON STREET,10014,2129893956,American,02/26/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
CAMI,Manhattan,BROADWAY,10033,2129281367,Latin American,04/15/2023,Violations were cited in the following area(s).,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
INDIAN EXPRESS,Manhattan,WEST  154 STREET,10039,2122560903,Indian,10/27/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
JOE & PAT'S,Manhattan,1 AVENUE,10009,2126774992,Italian,10/18/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
FERNS,Manhattan,1 AVENUE,10009,6469985034,American,01/10/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
AMELIE WINE BAR,Manhattan,AMSTERDAM AVENUE,10024,6464227167,French,04/15/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
GINA LA FORNARINA,Manhattan,EAST   91 STREET,10128,2128286800,Italian,04/12/2022,Violations were cited in the following area(s).,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
JING FONG,Manhattan,AMSTERDAM AVENUE,10024,6466785511,Chinese,01/07/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
The Gallery,Manhattan,WEST   20 STREET,10011,9292629201,Japanese,10/24/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
YARA,Manhattan,EAST   53 STREET,10022,2012805400,Mediterranean,02/23/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
LLAMA SAN,Manhattan,6 AVENUE,10014,6464904422,Japanese,04/18/2023,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
BEDFORD FALLS,Manhattan,EAST   67 STREET,10065,2127178181,American,04/10/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
SPIN NEW YORK,Manhattan,PARK AVENUE SOUTH,10010,2129828802,American,03/09/2023,Violations were cited in the following area(s).,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
BEETLE HOUSE,Manhattan,EAST    6 STREET,10003,6465104786,American,04/13/2023,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
MAMAJUANA CAFE,Manhattan,DYCKMAN STREET,10034,2123040140,Latin American,01/11/2023,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
SOJOURN,Manhattan,EAST   79 STREET,10075,2125377745,Mediterranean,01/07/2023,Violations were cited in the following area(s).,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
PAOLA'S OSTERIA,Manhattan,MADISON AVENUE,10128,2129235820,Italian,12/20/2022,Violations were cited in the following area(s).,Live roaches in facility's food or non-food area.,Critical,N,,Cycle Inspection / Initial Inspection
ETHYL'S,Manhattan,2 AVENUE,10028,2123004132,American,12/15/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
MUSE PAINTBAR,Manhattan,GREENWICH STREET,10013,6467606100,American,12/09/2022,Violations were cited in the following area(s).,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,N,,Cycle Inspection / Initial Inspection
